,date,open,high,low,close,volume,symbol
0,2022-01-07 13:13:00,3222.77000,3222.87000,3221.01000,3221.01000,34,eth
1,2022-01-07 13:12:00,3223.12000,3224.45000,3221.73000,3222.77000,128,eth
2,2022-01-07 13:11:00,3223.68000,3228.27000,3222.40000,3223.12000,277,eth
3,2022-01-07 13:10:00,3227.01000,3228.15000,3217.31000,3223.65000,2763,eth
4,2022-01-07 13:09:00,3226.49000,3229.55000,3226.37000,3227.01000,161,eth
5,2022-01-07 13:08:00,3226.02000,3228.00000,3222.64000,3226.50000,206,eth
6,2022-01-07 13:07:00,3231.05000,3231.12000,3223.45000,3226.02000,340,eth
7,2022-01-07 13:06:00,3239.88000,3239.88000,3230.65000,3231.06000,254,eth
8,2022-01-07 13:05:00,3237.47000,3241.08000,3237.47000,3239.87000,89,eth
9,2022-01-07 13:04:00,3237.50000,3239.53000,3236.50000,3237.47000,114,eth
10,2022-01-07 13:03:00,3240.78000,3240.79000,3237.22000,3237.50000,200,eth
11,2022-01-07 13:02:00,3244.46000,3244.46000,3240.74000,3240.79000,111,eth
12,2022-01-07 13:01:00,3242.28000,3248.31000,3242.28000,3244.46000,198,eth
13,2022-01-07 13:00:00,3241.72000,3245.76000,3241.01000,3242.29000,240,eth
14,2022-01-07 12:59:00,3243.09000,3243.37000,3237.66000,3241.72000,263,eth
15,2022-01-07 12:58:00,3242.21000,3244.26000,3242.01000,3243.09000,37,eth
16,2022-01-07 12:57:00,3241.18000,3243.22000,3239.69000,3242.22000,113,eth
17,2022-01-07 12:56:00,3242.64000,3243.14000,3241.00000,3241.56000,94,eth
18,2022-01-07 12:55:00,3237.95000,3243.21000,3237.77000,3242.65000,183,eth
19,2022-01-07 12:54:00,3239.31000,3239.73000,3236.04000,3237.94000,134,eth
20,2022-01-07 12:53:00,3244.70000,3244.70000,3238.93000,3239.38000,333,eth
21,2022-01-07 12:52:00,3247.75000,3247.87000,3244.05000,3244.69000,166,eth
22,2022-01-07 12:51:00,3248.00000,3250.33000,3246.41000,3247.74000,126,eth
23,2022-01-07 12:50:00,3248.89000,3249.15000,3245.81000,3248.01000,81,eth
24,2022-01-07 12:49:00,3248.96000,3252.03000,3247.56000,3248.89000,112,eth
25,2022-01-07 12:48:00,3253.37000,3253.37000,3248.31000,3248.79000,191,eth
26,2022-01-07 12:47:00,3252.84000,3254.74000,3251.26000,3253.39000,78,eth
27,2022-01-07 12:46:00,3250.94000,3254.89000,3250.23000,3252.85000,79,eth
28,2022-01-07 12:45:00,3252.68000,3252.68000,3247.00000,3250.95000,161,eth
29,2022-01-07 12:44:00,3250.09000,3257.07000,3250.09000,3252.56000,329,eth
30,2022-01-07 12:43:00,3249.45000,3251.59000,3248.08000,3250.09000,150,eth
31,2022-01-07 12:42:00,3247.00000,3250.40000,3247.00000,3249.24000,125,eth
32,2022-01-07 12:41:00,3248.28000,3249.88000,3246.67000,3247.01000,114,eth
33,2022-01-07 12:40:00,3254.19000,3254.56000,3247.04000,3248.27000,289,eth
34,2022-01-07 12:39:00,3254.11000,3255.86000,3253.00000,3254.20000,144,eth
35,2022-01-07 12:38:00,3253.55000,3257.16000,3251.81000,3254.11000,96,eth
36,2022-01-07 12:37:00,3251.62000,3254.70000,3251.61000,3253.55000,122,eth
37,2022-01-07 12:36:00,3252.42000,3254.70000,3251.57000,3251.62000,124,eth
38,2022-01-07 12:35:00,3256.70000,3256.74000,3252.42000,3252.43000,161,eth
39,2022-01-07 12:34:00,3259.02000,3259.02000,3256.17000,3256.70000,157,eth
40,2022-01-07 12:33:00,3264.78000,3264.78000,3258.30000,3259.01000,109,eth
41,2022-01-07 12:32:00,3261.89000,3265.01000,3261.00000,3264.49000,476,eth
42,2022-01-07 12:31:00,3258.45000,3263.13000,3258.08000,3261.89000,204,eth
43,2022-01-07 12:30:00,3256.98000,3263.18000,3256.15000,3258.45000,468,eth
44,2022-01-07 12:29:00,3257.43000,3257.49000,3255.00000,3256.98000,84,eth
45,2022-01-07 12:28:00,3256.63000,3259.11000,3256.63000,3257.43000,104,eth
46,2022-01-07 12:27:00,3257.19000,3258.80000,3253.99000,3256.63000,213,eth
47,2022-01-07 12:26:00,3250.82000,3259.36000,3250.82000,3257.19000,205,eth
48,2022-01-07 12:25:00,3248.46000,3252.00000,3245.00000,3250.82000,342,eth
49,2022-01-07 12:24:00,3249.21000,3249.68000,3247.18000,3248.46000,135,eth
50,2022-01-07 12:23:00,3246.22000,3249.56000,3245.43000,3249.20000,153,eth
51,2022-01-07 12:22:00,3250.69000,3250.70000,3245.15000,3246.63000,251,eth
52,2022-01-07 12:21:00,3253.26000,3253.65000,3247.86000,3250.70000,156,eth
53,2022-01-07 12:20:00,3254.64000,3256.66000,3251.01000,3253.55000,185,eth
54,2022-01-07 12:19:00,3250.46000,3256.80000,3250.00000,3254.65000,541,eth
55,2022-01-07 12:18:00,3247.46000,3252.02000,3247.37000,3250.46000,543,eth
56,2022-01-07 12:17:00,3247.92000,3248.37000,3244.59000,3247.46000,169,eth
57,2022-01-07 12:16:00,3250.68000,3251.61000,3247.03000,3247.91000,150,eth
58,2022-01-07 12:15:00,3249.08000,3251.00000,3245.50000,3250.68000,257,eth
59,2022-01-07 12:14:00,3247.74000,3249.85000,3244.79000,3249.08000,127,eth
60,2022-01-07 12:13:00,3243.54000,3249.86000,3243.17000,3247.74000,232,eth
61,2022-01-07 12:12:00,3237.85000,3244.39000,3237.12000,3243.54000,127,eth
62,2022-01-07 12:11:00,3238.23000,3239.85000,3235.00000,3237.65000,124,eth
63,2022-01-07 12:10:00,3240.79000,3242.51000,3237.38000,3238.23000,327,eth
64,2022-01-07 12:09:00,3242.18000,3243.42000,3240.04000,3240.79000,81,eth
65,2022-01-07 12:08:00,3243.26000,3245.49000,3242.00000,3242.18000,127,eth
66,2022-01-07 12:07:00,3243.33000,3245.49000,3241.63000,3243.26000,159,eth
67,2022-01-07 12:06:00,3246.84000,3247.34000,3243.33000,3243.64000,330,eth
68,2022-01-07 12:05:00,3246.39000,3246.89000,3242.34000,3246.83000,260,eth
69,2022-01-07 12:04:00,3242.60000,3246.45000,3240.64000,3246.10000,149,eth
70,2022-01-07 12:03:00,3235.80000,3245.05000,3235.31000,3242.60000,286,eth
71,2022-01-07 12:02:00,3238.12000,3239.34000,3234.07000,3235.80000,138,eth
72,2022-01-07 12:01:00,3239.06000,3244.80000,3237.40000,3238.11000,952,eth
73,2022-01-07 12:00:00,3225.86000,3243.24000,3225.45000,3239.06000,574,eth
74,2022-01-07 11:59:00,3221.95000,3226.58000,3220.00000,3225.68000,165,eth
75,2022-01-07 11:58:00,3224.14000,3224.68000,3220.10000,3221.95000,73,eth
76,2022-01-07 11:57:00,3223.12000,3226.16000,3223.11000,3224.28000,57,eth
77,2022-01-07 11:56:00,3222.58000,3224.83000,3220.87000,3223.12000,87,eth
78,2022-01-07 11:55:00,3225.40000,3225.40000,3221.37000,3222.58000,111,eth
79,2022-01-07 11:54:00,3228.06000,3228.40000,3223.90000,3225.40000,204,eth
80,2022-01-07 11:53:00,3223.14000,3228.06000,3222.97000,3228.06000,121,eth
81,2022-01-07 11:52:00,3227.10000,3227.29000,3223.14000,3223.38000,70,eth
82,2022-01-07 11:51:00,3228.94000,3228.94000,3225.15000,3227.10000,97,eth
83,2022-01-07 11:50:00,3231.43000,3231.54000,3228.76000,3228.94000,99,eth
84,2022-01-07 11:49:00,3233.65000,3233.65000,3230.24000,3231.43000,140,eth
85,2022-01-07 11:48:00,3233.74000,3234.98000,3230.96000,3233.65000,170,eth
86,2022-01-07 11:47:00,3230.85000,3234.85000,3230.85000,3234.00000,263,eth
87,2022-01-07 11:46:00,3230.34000,3231.99000,3227.63000,3230.85000,838,eth
88,2022-01-07 11:45:00,3226.44000,3231.18000,3226.37000,3230.21000,204,eth
89,2022-01-07 11:44:00,3225.48000,3227.81000,3225.03000,3226.44000,118,eth
90,2022-01-07 11:43:00,3223.56000,3226.80000,3223.01000,3225.74000,88,eth
91,2022-01-07 11:42:00,3220.75000,3223.81000,3218.37000,3223.61000,138,eth
92,2022-01-07 11:41:00,3221.43000,3221.85000,3216.47000,3220.75000,111,eth
93,2022-01-07 11:40:00,3222.01000,3223.01000,3220.20000,3221.42000,69,eth
94,2022-01-07 11:39:00,3224.93000,3226.71000,3222.00000,3222.01000,84,eth
95,2022-01-07 11:38:00,3221.41000,3225.00000,3219.20000,3224.93000,238,eth
96,2022-01-07 11:37:00,3217.52000,3224.08000,3217.11000,3221.41000,191,eth
97,2022-01-07 11:36:00,3221.88000,3222.51000,3216.31000,3217.52000,75,eth
98,2022-01-07 11:35:00,3222.24000,3223.80000,3220.21000,3221.87000,88,eth
99,2022-01-07 11:34:00,3224.11000,3225.64000,3222.19000,3222.24000,49,eth
100,2022-01-07 11:33:00,3219.72000,3225.50000,3217.99000,3224.12000,110,eth
101,2022-01-07 11:32:00,3215.96000,3220.00000,3215.20000,3219.64000,307,eth
102,2022-01-07 11:31:00,3220.72000,3221.77000,3215.32000,3215.99000,301,eth
103,2022-01-07 11:30:00,3227.00000,3227.01000,3220.72000,3220.73000,785,eth
104,2022-01-07 11:29:00,3226.30000,3227.42000,3223.86000,3227.01000,150,eth
105,2022-01-07 11:28:00,3226.64000,3228.89000,3225.12000,3226.30000,59,eth
106,2022-01-07 11:27:00,3229.00000,3229.87000,3226.50000,3226.64000,83,eth
107,2022-01-07 11:26:00,3227.66000,3229.30000,3225.72000,3229.00000,93,eth
108,2022-01-07 11:25:00,3230.99000,3231.63000,3226.12000,3227.65000,111,eth
109,2022-01-07 11:24:00,3233.00000,3234.68000,3229.01000,3231.00000,93,eth
110,2022-01-07 11:23:00,3232.16000,3237.28000,3232.15000,3233.00000,166,eth
111,2022-01-07 11:22:00,3230.72000,3233.84000,3230.72000,3232.16000,209,eth
112,2022-01-07 11:21:00,3230.79000,3233.00000,3228.34000,3230.73000,184,eth
113,2022-01-07 11:20:00,3230.23000,3233.09000,3228.62000,3230.79000,133,eth
114,2022-01-07 11:19:00,3234.25000,3234.55000,3230.18000,3230.22000,156,eth
115,2022-01-07 11:18:00,3230.90000,3236.72000,3230.82000,3234.24000,121,eth
116,2022-01-07 11:17:00,3226.31000,3233.54000,3226.25000,3231.20000,126,eth
117,2022-01-07 11:16:00,3225.02000,3226.32000,3222.47000,3226.32000,105,eth
118,2022-01-07 11:15:00,3225.19000,3226.17000,3222.56000,3225.01000,77,eth
119,2022-01-07 11:14:00,3226.13000,3227.07000,3221.74000,3225.19000,497,eth
120,2022-01-07 11:13:00,3229.98000,3231.79000,3226.12000,3226.13000,123,eth
121,2022-01-07 11:12:00,3230.29000,3232.51000,3227.95000,3229.99000,151,eth
122,2022-01-07 11:11:00,3230.59000,3233.37000,3228.98000,3230.28000,356,eth
123,2022-01-07 11:10:00,3228.28000,3230.98000,3225.07000,3230.88000,236,eth
124,2022-01-07 11:09:00,3227.88000,3229.32000,3225.23000,3228.28000,192,eth
125,2022-01-07 11:08:00,3226.45000,3229.78000,3225.67000,3227.88000,581,eth
126,2022-01-07 11:07:00,3219.79000,3226.88000,3219.79000,3226.45000,264,eth
127,2022-01-07 11:06:00,3219.69000,3220.00000,3216.99000,3219.79000,199,eth
128,2022-01-07 11:05:00,3216.79000,3221.37000,3216.16000,3219.69000,274,eth
129,2022-01-07 11:04:00,3222.97000,3222.97000,3216.21000,3216.79000,441,eth
130,2022-01-07 11:03:00,3223.12000,3224.42000,3219.01000,3222.97000,220,eth
131,2022-01-07 11:02:00,3218.24000,3224.85000,3217.00000,3223.12000,332,eth
132,2022-01-07 11:01:00,3222.74000,3224.21000,3217.20000,3218.23000,442,eth
133,2022-01-07 11:00:00,3216.96000,3224.93000,3216.50000,3222.20000,323,eth
134,2022-01-07 10:59:00,3229.98000,3229.99000,3216.75000,3217.33000,580,eth
135,2022-01-07 10:58:00,3227.22000,3231.13000,3225.03000,3229.98000,225,eth
136,2022-01-07 10:57:00,3230.42000,3230.56000,3225.12000,3227.22000,249,eth
137,2022-01-07 10:56:00,3231.64000,3233.88000,3229.29000,3230.43000,214,eth
138,2022-01-07 10:55:00,3229.64000,3234.00000,3229.63000,3231.64000,177,eth
139,2022-01-07 10:54:00,3233.64000,3233.66000,3228.06000,3229.64000,278,eth
140,2022-01-07 10:53:00,3236.14000,3238.59000,3232.37000,3233.65000,540,eth
141,2022-01-07 10:52:00,3236.54000,3238.78000,3235.00000,3236.45000,155,eth
142,2022-01-07 10:51:00,3240.42000,3240.81000,3235.99000,3236.51000,167,eth
143,2022-01-07 10:50:00,3244.87000,3245.80000,3240.42000,3240.63000,87,eth
144,2022-01-07 10:49:00,3245.68000,3248.02000,3244.27000,3244.87000,193,eth
145,2022-01-07 10:48:00,3243.01000,3246.15000,3241.99000,3246.04000,260,eth
146,2022-01-07 10:47:00,3239.14000,3244.27000,3239.13000,3243.01000,131,eth
147,2022-01-07 10:46:00,3238.48000,3240.00000,3237.21000,3239.13000,135,eth
148,2022-01-07 10:45:00,3241.03000,3241.08000,3237.37000,3238.47000,109,eth
149,2022-01-07 10:44:00,3243.42000,3244.07000,3238.99000,3241.04000,280,eth
150,2022-01-07 10:43:00,3241.03000,3244.62000,3240.37000,3243.33000,148,eth
151,2022-01-07 10:42:00,3243.77000,3244.67000,3240.45000,3240.72000,102,eth
152,2022-01-07 10:41:00,3238.31000,3245.01000,3237.01000,3243.77000,948,eth
153,2022-01-07 10:40:00,3237.37000,3238.62000,3233.45000,3238.31000,438,eth
154,2022-01-07 10:39:00,3235.03000,3238.56000,3234.01000,3237.38000,262,eth
155,2022-01-07 10:38:00,3236.19000,3237.09000,3233.36000,3234.98000,226,eth
156,2022-01-07 10:37:00,3237.99000,3239.89000,3235.41000,3236.19000,171,eth
157,2022-01-07 10:36:00,3241.68000,3241.94000,3237.42000,3237.99000,263,eth
158,2022-01-07 10:35:00,3240.99000,3243.89000,3240.17000,3241.69000,611,eth
159,2022-01-07 10:34:00,3244.34000,3244.35000,3240.11000,3241.07000,77,eth
160,2022-01-07 10:33:00,3245.84000,3246.75000,3242.73000,3244.34000,153,eth
161,2022-01-07 10:32:00,3240.78000,3246.75000,3236.84000,3245.85000,645,eth
162,2022-01-07 10:31:00,3245.79000,3247.72000,3240.00000,3240.79000,551,eth
163,2022-01-07 10:30:00,3247.12000,3247.28000,3243.41000,3245.79000,169,eth
164,2022-01-07 10:29:00,3254.38000,3254.39000,3246.97000,3247.01000,271,eth
165,2022-01-07 10:28:00,3249.89000,3254.63000,3249.61000,3254.38000,76,eth
166,2022-01-07 10:27:00,3252.73000,3254.32000,3248.50000,3249.89000,207,eth
167,2022-01-07 10:26:00,3249.62000,3252.73000,3249.62000,3252.46000,109,eth
168,2022-01-07 10:25:00,3246.20000,3254.99000,3245.87000,3250.24000,562,eth
169,2022-01-07 10:24:00,3245.64000,3246.70000,3243.39000,3246.21000,336,eth
170,2022-01-07 10:23:00,3244.37000,3247.18000,3243.68000,3245.64000,149,eth
171,2022-01-07 10:22:00,3249.13000,3250.77000,3244.18000,3244.38000,333,eth
172,2022-01-07 10:21:00,3250.77000,3250.77000,3246.13000,3248.95000,388,eth
173,2022-01-07 10:20:00,3256.81000,3256.81000,3250.01000,3250.76000,140,eth
174,2022-01-07 10:19:00,3252.17000,3257.10000,3250.15000,3256.81000,139,eth
175,2022-01-07 10:18:00,3251.07000,3253.96000,3247.90000,3252.59000,795,eth
176,2022-01-07 10:17:00,3255.66000,3255.67000,3250.08000,3251.07000,282,eth
177,2022-01-07 10:16:00,3255.41000,3257.54000,3254.19000,3255.67000,128,eth
178,2022-01-07 10:15:00,3257.62000,3259.31000,3255.41000,3255.42000,86,eth
179,2022-01-07 10:14:00,3260.47000,3261.80000,3257.46000,3257.96000,156,eth
180,2022-01-07 10:13:00,3261.42000,3262.22000,3260.47000,3260.99000,76,eth
181,2022-01-07 10:12:00,3264.98000,3266.05000,3260.81000,3261.43000,267,eth
182,2022-01-07 10:11:00,3257.43000,3266.27000,3257.43000,3264.97000,854,eth
183,2022-01-07 10:10:00,3257.18000,3258.31000,3255.41000,3257.44000,110,eth
184,2022-01-07 10:09:00,3258.98000,3259.47000,3256.75000,3257.18000,192,eth
185,2022-01-07 10:08:00,3256.15000,3259.01000,3253.83000,3258.98000,1758,eth
186,2022-01-07 10:07:00,3253.94000,3256.83000,3253.69000,3256.16000,148,eth
187,2022-01-07 10:06:00,3252.34000,3254.66000,3250.00000,3253.94000,207,eth
188,2022-01-07 10:05:00,3253.98000,3255.01000,3250.09000,3252.34000,223,eth
189,2022-01-07 10:04:00,3251.78000,3256.18000,3250.03000,3253.98000,174,eth
190,2022-01-07 10:03:00,3251.02000,3252.47000,3249.02000,3251.79000,92,eth
191,2022-01-07 10:02:00,3249.66000,3251.33000,3246.53000,3250.66000,261,eth
192,2022-01-07 10:01:00,3249.02000,3251.51000,3246.53000,3249.65000,118,eth
193,2022-01-07 10:00:00,3250.68000,3251.76000,3248.72000,3249.33000,173,eth
194,2022-01-07 09:59:00,3250.11000,3251.18000,3245.91000,3250.58000,174,eth
195,2022-01-07 09:58:00,3253.38000,3253.99000,3246.49000,3250.11000,975,eth
196,2022-01-07 09:57:00,3258.67000,3259.23000,3253.10000,3253.37000,228,eth
197,2022-01-07 09:56:00,3258.10000,3259.47000,3257.41000,3258.67000,132,eth
198,2022-01-07 09:55:00,3258.08000,3258.99000,3254.82000,3258.10000,169,eth
199,2022-01-07 09:54:00,3257.21000,3259.08000,3255.86000,3258.08000,108,eth
200,2022-01-07 09:53:00,3256.53000,3258.21000,3253.00000,3257.21000,130,eth
201,2022-01-07 09:52:00,3258.73000,3259.21000,3255.50000,3256.72000,123,eth
202,2022-01-07 09:51:00,3255.63000,3261.01000,3255.39000,3258.73000,689,eth
203,2022-01-07 09:50:00,3255.35000,3258.52000,3254.86000,3255.82000,122,eth
204,2022-01-07 09:49:00,3255.80000,3256.67000,3253.00000,3255.35000,345,eth
205,2022-01-07 09:48:00,3254.51000,3257.83000,3253.58000,3255.71000,167,eth
206,2022-01-07 09:47:00,3257.30000,3257.72000,3253.65000,3254.50000,129,eth
207,2022-01-07 09:46:00,3256.05000,3259.99000,3256.05000,3257.31000,111,eth
208,2022-01-07 09:45:00,3252.70000,3257.60000,3251.74000,3256.05000,268,eth
209,2022-01-07 09:44:00,3257.87000,3258.63000,3251.95000,3252.69000,210,eth
210,2022-01-07 09:43:00,3257.00000,3257.87000,3254.01000,3257.46000,531,eth
211,2022-01-07 09:42:00,3258.22000,3260.92000,3256.00000,3257.00000,627,eth
212,2022-01-07 09:41:00,3260.59000,3261.28000,3256.98000,3258.22000,697,eth
213,2022-01-07 09:40:00,3261.07000,3262.08000,3256.56000,3260.59000,543,eth
214,2022-01-07 09:39:00,3258.78000,3262.48000,3257.74000,3261.08000,200,eth
215,2022-01-07 09:38:00,3261.78000,3263.65000,3256.00000,3259.02000,439,eth
216,2022-01-07 09:37:00,3268.72000,3269.73000,3260.43000,3261.77000,312,eth
217,2022-01-07 09:36:00,3263.06000,3272.05000,3261.52000,3268.72000,284,eth
218,2022-01-07 09:35:00,3264.69000,3266.26000,3261.00000,3263.07000,600,eth
219,2022-01-07 09:34:00,3263.51000,3264.70000,3260.00000,3264.69000,507,eth
220,2022-01-07 09:33:00,3268.96000,3268.97000,3259.99000,3263.51000,2178,eth
221,2022-01-07 09:32:00,3271.67000,3275.57000,3266.17000,3268.96000,434,eth
222,2022-01-07 09:31:00,3268.63000,3275.45000,3267.97000,3271.65000,585,eth
223,2022-01-07 09:30:00,3262.69000,3269.03000,3262.09000,3269.02000,598,eth
224,2022-01-07 09:29:00,3266.95000,3267.34000,3262.69000,3262.70000,250,eth
225,2022-01-07 09:28:00,3268.50000,3268.88000,3263.61000,3267.34000,208,eth
226,2022-01-07 09:27:00,3265.89000,3270.00000,3263.55000,3268.50000,574,eth
227,2022-01-07 09:26:00,3262.82000,3270.00000,3262.46000,3265.78000,360,eth
228,2022-01-07 09:25:00,3257.39000,3264.79000,3257.00000,3262.82000,365,eth
229,2022-01-07 09:24:00,3257.05000,3257.81000,3254.24000,3257.38000,128,eth
230,2022-01-07 09:23:00,3258.59000,3260.62000,3257.05000,3257.05000,128,eth
231,2022-01-07 09:22:00,3263.23000,3263.56000,3257.92000,3258.59000,738,eth
232,2022-01-07 09:21:00,3260.28000,3263.57000,3258.00000,3263.22000,353,eth
233,2022-01-07 09:20:00,3260.69000,3261.84000,3258.24000,3260.28000,329,eth
234,2022-01-07 09:19:00,3248.11000,3262.29000,3247.00000,3260.68000,620,eth
235,2022-01-07 09:18:00,3245.94000,3249.68000,3245.94000,3248.11000,147,eth
236,2022-01-07 09:17:00,3243.48000,3246.69000,3242.74000,3245.94000,188,eth
237,2022-01-07 09:16:00,3247.15000,3247.15000,3242.76000,3243.47000,398,eth
238,2022-01-07 09:15:00,3252.60000,3253.51000,3245.00000,3246.64000,379,eth
239,2022-01-07 09:14:00,3251.58000,3254.93000,3249.58000,3252.59000,386,eth
240,2022-01-07 09:13:00,3245.94000,3253.56000,3245.41000,3251.58000,214,eth
241,2022-01-07 09:12:00,3246.02000,3246.76000,3244.10000,3245.93000,93,eth
242,2022-01-07 09:11:00,3244.55000,3247.26000,3243.00000,3246.02000,239,eth
243,2022-01-07 09:10:00,3244.32000,3245.93000,3240.87000,3244.55000,320,eth
244,2022-01-07 09:09:00,3242.33000,3244.41000,3240.87000,3243.61000,114,eth
245,2022-01-07 09:08:00,3243.31000,3248.81000,3239.03000,3242.59000,1096,eth
246,2022-01-07 09:07:00,3243.39000,3244.14000,3239.09000,3243.31000,307,eth
247,2022-01-07 09:06:00,3242.12000,3244.53000,3241.29000,3243.47000,201,eth
248,2022-01-07 09:05:00,3240.18000,3242.34000,3238.43000,3242.12000,221,eth
249,2022-01-07 09:04:00,3238.69000,3241.25000,3237.17000,3239.54000,215,eth
